,cat_name,num_images,num_videos,age,breed,color,sex,characteristics,good_in_a_home_with,adoption_fee,prefers_a_home_without,coat_length,pet_story_num_words,rescue_group,data_set,cat_id,thirty_days,without_story,coat_length_miss,color_miss,more_than_1_cat,video,num_pictures,pictures,breed_type,Days_On_Site,is_dupe,color_bool,pet_narrative,good_in_a_home_with_bool,prefers_a_home_without_bool,characteristics_bool
82,Ben & Jerry: Kittens As sweet as Ice Cream,3,0,Kitten,Domestic Short Hair,Black & White / Tuxedo,Male,unknown,"Other cats, dogs, children.",,unknown,,265.0,Brooklyn Animal Action,seven_days,Ben & Jerry: Kittens As sweet as Ice Cream Brooklyn Animal Action,False,False,unknown,Black & White / Tuxedo,True,False,3,True,DSH,Less Than Thirty Days,True,True,True,True,False,False
83,Simba,6,0,Adult,Domestic Long Hair,Tabby (Brown / Chocolate),Male,"Friendly, Affectionate, Loyal, Gentle, Smart, Funny, Couch potato, Loves kisses",Other cats.,,unknown,Long,291.0,JerseyCats,seven_days,Simba JerseyCats,False,False,Long,Tabby (Brown / Chocolate),False,False,6,True,DLH,Less Than Thirty Days,True,True,True,True,False,True
84,Ziggy,5,0,Adult,Domestic Short Hair,Tabby (Brown / Chocolate),Male,"Friendly, Affectionate, Playful, Athletic",unknown,$150.00,unknown,Short,200.0,Hudson County Animal League (HCAL),seven_days,Ziggy Hudson County Animal League (HCAL),False,False,Short,Tabby (Brown / Chocolate),False,False,5,True,DSH,Less Than Thirty Days,True,True,True,False,False,True
85,Cecelia Jane (CJ),2,1,Kitten,Domestic Short Hair,Tabby (Buff / Tan / Fawn),Female,"Friendly, Affectionate, Loyal, Gentle, Playful, Smart, Protective, Brave, Curious, Funny, Quiet, Dignified, Couch potato, Loves kisses",Other cats.,,unknown,,0.0,Eccentric Kittens,seven_days,Cecelia Jane (CJ) Eccentric Kittens,False,True,unknown,Tabby (Buff / Tan / Fawn),False,True,2,True,DSH,Less Than Thirty Days,True,True,False,True,False,True
86,Gordita and Chalupa,5,0,Kitten,Domestic Short Hair,Black,Female,"Friendly, Affectionate, Loyal, Gentle, Playful, Smart, Protective, Brave, Curious, Athletic, Funny, Independent, Quiet, Loves kisses, Dignified, Couch potato",Other cats.,,unknown,,0.0,Eccentric Kittens,seven_days,Gordita and Chalupa Eccentric Kittens,False,True,unknown,Black,True,False,5,True,DSH,Less Than Thirty Days,True,True,False,True,False,True
87,Willow,0,0,Young,Domestic Short Hair,Black,Female,"Friendly, Affectionate, Loyal, Brave, Protective, Smart, Independent, Curious, Playful, Dignified, Quiet, Loves kisses, Couch potato, Funny, Athletic, Gentle",Other cats.,,unknown,,0.0,Eccentric Kittens,seven_days,Willow Eccentric Kittens,False,True,unknown,Black,False,False,0,False,DSH,Less Than Thirty Days,True,True,False,True,False,True
88,Lulu,0,0,Kitten,Domestic Short Hair,Black,Female,"Affectionate, Loyal, Gentle, Brave, Protective, Smart, Curious, Playful, Independent, Funny, Athletic, Dignified, Quiet, Friendly, Loves kisses",Other cats.,,unknown,Short,0.0,Eccentric Kittens,seven_days,Lulu Eccentric Kittens,False,True,Short,Black,False,False,0,False,DSH,Less Than Thirty Days,True,True,False,True,False,True
89,Mr. Man,0,0,Kitten,Domestic Short Hair,Black & White / Tuxedo,Male,"Friendly, Affectionate, Loyal, Gentle, Brave, Protective, Smart, Curious, Funny, Athletic, Couch potato, Dignified, Quiet, Loves kisses",Other cats.,,unknown,,25.0,Eccentric Kittens,seven_days,Mr. Man Eccentric Kittens,False,False,unknown,Black & White / Tuxedo,False,False,0,False,DSH,Less Than Thirty Days,True,True,True,True,False,True
90,Gizmo,0,0,Kitten,Domestic Medium Hair & Domestic Long Hair Mix,Buff / Tan / Fawn,Female,"Friendly, Affectionate, Loyal, Gentle, Brave, Protective, Smart, Playful, Curious, Funny, Athletic, Couch potato, Dignified, Quiet, Loves kisses","Other cats, dogs, children.",,unknown,Medium,0.0,Eccentric Kittens,seven_days,Gizmo Eccentric Kittens,False,True,Medium,Buff / Tan / Fawn,False,False,0,False,DLH,Less Than Thirty Days,False,True,False,True,False,True
91,Maskitty,0,0,Kitten,Dilute Tortoiseshell & Domestic Short Hair Mix,Dilute Tortoiseshell,Female,"Affectionate, Gentle, Brave, Protective, Smart, Loyal, Friendly, Playful, Curious, Funny, Athletic, Couch potato, Dignified, Quiet, Loves kisses","Other cats, dogs, children.",,unknown,,0.0,Eccentric Kittens,seven_days,Maskitty Eccentric Kittens,False,True,unknown,Dilute Tortoiseshell,False,False,0,False,DSH,Less Than Thirty Days,True,True,False,True,False,True
92,Happy,0,0,Kitten,Domestic Short Hair,Black & White / Tuxedo,Female,"Friendly, Affectionate, Loyal, Gentle, Brave, Protective, Smart, Playful, Curious, Independent, Funny, Athletic, Couch potato, Dignified, Quiet, Loves kisses","Other cats, dogs, children.",,unknown,Short,0.0,Eccentric Kittens,seven_days,Happy Eccentric Kittens,False,True,Short,Black & White / Tuxedo,False,False,0,False,DSH,Less Than Thirty Days,True,True,False,True,False,True
93,Aries,0,0,Kitten,Domestic Short Hair,Orange / Red,Male,"Friendly, Affectionate, Loyal, Gentle, Brave, Protective, Smart, Playful, Curious, Independent, Funny, Athletic, Dignified, Quiet, Loves kisses","Other cats, dogs, children.",,unknown,Short,0.0,Eccentric Kittens,seven_days,Aries Eccentric Kittens,False,True,Short,Orange / Red,False,False,0,False,DSH,Less Than Thirty Days,True,True,False,True,False,True
94,Carly,0,0,Kitten,Domestic Short Hair,Gray & White,Female,"Friendly, Affectionate, Gentle, Playful, Brave, Curious, Quiet, Loves kisses",Other cats.,,unknown,Short,0.0,Eccentric Kittens,seven_days,Carly Eccentric Kittens,False,True,Short,Gray & White,False,False,0,False,DSH,Less Than Thirty Days,False,True,False,True,False,True
95,Yoshi,3,0,Adult,Domestic Short Hair,Tabby (Gray / Blue / Silver),Male,"Friendly, Smart, Playful",unknown,,"Other cats, dogs, children.",Short,244.0,Anjellicle Cats Rescue,seven_days,Yoshi Anjellicle Cats Rescue,False,False,Short,Tabby (Gray / Blue / Silver),False,False,3,True,DSH,Less Than Thirty Days,True,True,True,False,True,True
96,Avery,5,0,Kitten,Domestic Long Hair,Black,Female,"Friendly, Affectionate, Smart, Funny, Playful",unknown,,unknown,Long,129.0,Infinite Hope,seven_days,Avery Infinite Hope,False,False,Long,Black,False,False,5,True,DLH,Less Than Thirty Days,True,True,True,False,False,True
97,Pete,6,0,Kitten,Domestic Short Hair,Orange / Red,Male,"Friendly, Affectionate, Gentle, Playful",unknown,,unknown,Short,141.0,Infinite Hope,seven_days,Pete Infinite Hope,False,False,Short,Orange / Red,False,False,6,True,DSH,Less Than Thirty Days,True,True,True,False,False,True
98,Tracy,6,0,Kitten,Tuxedo,Black & White / Tuxedo,Male,"Friendly, Affectionate, Gentle, Playful, Athletic",unknown,,unknown,Short,131.0,Infinite Hope,seven_days,Tracy Infinite Hope,False,False,Short,Black & White / Tuxedo,False,False,6,True,DSH,Less Than Thirty Days,True,True,True,False,False,True
99,Liz,6,0,Kitten,Tortoiseshell,Tortoiseshell,Female,"Gentle, Playful, Athletic, Quiet",unknown,,unknown,Short,120.0,Infinite Hope,seven_days,Liz Infinite Hope,False,False,Short,Tortoiseshell,False,False,6,True,DSH,Less Than Thirty Days,True,True,True,False,False,True
100,Jack,6,0,Kitten,Domestic Short Hair,Buff / Tan / Fawn,Male,"Friendly, Affectionate, Playful, Curious, Brave, Smart, Athletic",unknown,,unknown,Short,125.0,Infinite Hope,seven_days,Jack Infinite Hope,False,False,Short,Buff / Tan / Fawn,False,False,6,True,DSH,Less Than Thirty Days,True,True,True,False,False,True
102,Jesse,4,0,Senior,Tabby,Gray / Blue / Silver,Male,unknown,Other animals. Humans.,,Other cats.,Medium,62.0,Frankie's Fund for Feline Care and Rescue,seven_days,Jesse Frankie's Fund for Feline Care and Rescue,False,False,Medium,Gray / Blue / Silver,False,False,4,True,DSH,Less Than Thirty Days,True,True,True,True,True,False
107,Finley,6,0,Adult,Domestic Short Hair,Orange & White,Male,"Friendly, Affectionate, Playful, Funny, Loves kisses",Children.,$125.00,Other cats.,Short,111.0,Union City Animal Trust,seven_days,Finley Union City Animal Trust,False,False,Short,Orange & White,False,False,6,True,DSH,Less Than Thirty Days,True,True,True,True,True,True
115,Swirly,5,0,Senior,Tabby,Tabby (Gray / Blue / Silver),Male,"Loyal, Affectionate, Gentle, Smart, Brave, Quiet",unknown,,"Other cats, dogs, children.",Short,105.0,KittyKaretakers of Queens,seven_days,Swirly KittyKaretakers of Queens,False,False,Short,Tabby (Gray / Blue / Silver),False,False,5,True,DSH,Less Than Thirty Days,True,True,True,False,True,True
116,Sylvester,5,0,Senior,Domestic Short Hair,Black & White / Tuxedo,Male,"Friendly, Affectionate, Loyal, Playful, Smart, Brave, Curious, Dignified",unknown,$100.00,"Other cats, dogs, children.",Short,213.0,Sunset Park Cats,seven_days,Sylvester Sunset Park Cats,False,False,Short,Black & White / Tuxedo,False,False,5,True,DSH,Less Than Thirty Days,True,True,True,False,True,True
117,Oscar,6,0,Adult,Domestic Short Hair & Bengal Mix,Tabby (Leopard / Spotted),Male,"Friendly, Playful, Smart, Brave, Curious, Independent, Funny, Athletic, Dignified",unknown,$100.00,"Other cats, dogs, children.",Short,121.0,Sunset Park Cats,seven_days,Oscar Sunset Park Cats,False,False,Short,Tabby (Leopard / Spotted),False,False,6,True,DSH,Less Than Thirty Days,True,True,True,False,True,True
118,Heather,3,1,Young,Domestic Short Hair,Dilute Tortoiseshell,Female,"Friendly, Affectionate, Loyal, Gentle, Playful, Independent, Loves kisses","Other cats, children.",,Dogs.,Short,73.0,Happy Friends Rescue,seven_days,Heather Happy Friends Rescue,False,False,Short,Dilute Tortoiseshell,False,True,3,True,DSH,Less Than Thirty Days,True,True,True,True,True,True
119,Sherlock & Watson,6,0,Kitten,Domestic Short Hair,Black & White / Tuxedo,Male,"Friendly, Affectionate, Gentle, Loyal","Other cats, children.",$325.00,unknown,Short,68.0,Saving Cats & Kittens of Brooklyn,seven_days,Sherlock & Watson Saving Cats & Kittens of Brooklyn,False,False,Short,Black & White / Tuxedo,True,False,6,True,DSH,Less Than Thirty Days,True,True,True,True,False,True
120,Bulldog,3,1,Young,Domestic Long Hair,Black & White / Tuxedo,Male,"Friendly, Affectionate, Gentle, Couch potato, Loves kisses","Other cats, children.",$150.00,unknown,Long,249.0,Bronx Tails Cat Rescue,seven_days,Bulldog Bronx Tails Cat Rescue,False,False,Long,Black & White / Tuxedo,False,True,3,True,DLH,Less Than Thirty Days,True,True,True,True,False,True
121,Bruno (M) and Marsi (F) - BONDED PAIR,6,0,Kitten,Domestic Short Hair & Tabby Mix,Black,Male,"Athletic, Friendly, Energetic, Playful, Affectionate, Curious",unknown,,unknown,Short,305.0,Bronx Tails Cat Rescue,seven_days,Bruno (M) and Marsi (F) - BONDED PAIR Bronx Tails Cat Rescue,False,False,Short,Black,True,False,6,True,DSH,Less Than Thirty Days,True,True,True,False,False,True
122,LEXI N.,3,1,Young,Domestic Short Hair,Tabby (Leopard / Spotted),Female,"Friendly, Affectionate, Loyal, Gentle, Quiet, Loves kisses",unknown,,unknown,Short,79.0,Bronx Tails Cat Rescue,seven_days,LEXI N. Bronx Tails Cat Rescue,False,False,Short,Tabby (Leopard / Spotted),False,True,3,True,DSH,Less Than Thirty Days,True,True,True,False,False,True
123,Penny,1,1,Kitten,Dilute Tortoiseshell,Dilute Tortoiseshell,Female,"Playful, Friendly, Gentle","Other cats, dogs, children.",,unknown,Short,39.0,Who Rescued Who Animal Rescue,seven_days,Penny Who Rescued Who Animal Rescue,False,False,Short,Dilute Tortoiseshell,False,True,1,True,DSH,Less Than Thirty Days,True,True,True,True,False,True
131,Casper,3,0,Adult,Domestic Short Hair,Gray & White,Male,"Friendly, Affectionate, Smart, Gentle",Other cats.,$150.00,unknown,Short,34.0,Brooklyn Adoptables,seven_days,Casper Brooklyn Adoptables,False,False,Short,Gray & White,False,False,3,True,DSH,Less Than Thirty Days,True,True,True,True,False,True
132,Sally,3,0,Adult,Bombay,Black,Female,"Friendly, Playful, Curious, Smart",Other cats.,$150.00,unknown,Short,34.0,Brooklyn Adoptables,seven_days,Sally Brooklyn Adoptables,False,False,Short,Black,False,False,3,True,Other,Less Than Thirty Days,True,True,True,True,False,True
133,Kira,3,0,Young,Calico,Calico,Female,"Friendly, Affectionate, Loyal, Playful, Smart, Curious","Other cats, children.",,unknown,Short,39.0,Brooklyn Adoptables,seven_days,Kira Brooklyn Adoptables,False,False,Short,Calico,False,False,3,True,DSH,Less Than Thirty Days,True,True,True,True,False,True
134,Pudder,3,0,Young,American Shorthair & Tabby Mix,Tabby (Buff / Tan / Fawn),Male,"Friendly, Affectionate, Loyal, Gentle, Playful, Curious, Funny, Loves kisses",unknown,,unknown,Medium,77.0,Adopt-A-Buddy,seven_days,Pudder Adopt-A-Buddy,False,False,Medium,Tabby (Buff / Tan / Fawn),False,False,3,True,DSH,Less Than Thirty Days,True,True,True,False,False,True
135,Stacey,3,0,Young,Domestic Short Hair,Black & White / Tuxedo,Female,"Friendly, Affectionate, Loves kisses, Gentle, Playful",Children.,,Other cats.,Short,59.0,Brooklyn Adoptables,seven_days,Stacey Brooklyn Adoptables,False,False,Short,Black & White / Tuxedo,False,False,3,True,DSH,Less Than Thirty Days,True,True,True,True,True,True
136,The Cliffs,4,0,Kitten,Domestic Short Hair,Black,Male,"Friendly, Affectionate, Loyal, Gentle, Playful, Smart","Other cats, dogs, children.",$150.00,unknown,Short,68.0,Animal Life Savers Inc.,seven_days,The Cliffs Animal Life Savers Inc.,False,False,Short,Black,False,False,4,True,DSH,Less Than Thirty Days,True,True,True,True,False,True
137,MetroRock,3,0,Kitten,Domestic Short Hair,Black,Male,"Friendly, Affectionate, Loyal, Gentle, Smart, Playful","Other cats, dogs, children.",$150.00,unknown,Short,67.0,Animal Life Savers Inc.,seven_days,MetroRock Animal Life Savers Inc.,False,False,Short,Black,False,False,3,True,DSH,Less Than Thirty Days,True,True,True,True,False,True
138,Vital,5,0,Kitten,Domestic Short Hair,Black,Male,"Affectionate, Friendly, Loyal, Gentle, Playful, Smart","Other cats, dogs, children.",$150.00,unknown,Short,67.0,Animal Life Savers Inc.,seven_days,Vital Animal Life Savers Inc.,False,False,Short,Black,False,False,5,True,DSH,Less Than Thirty Days,True,True,True,True,False,True
139,BKB,4,0,Kitten,Domestic Short Hair,Black,Male,"Friendly, Affectionate, Gentle, Playful, Loyal, Smart","Other cats, dogs, children.",,unknown,Short,66.0,Animal Life Savers Inc.,seven_days,BKB Animal Life Savers Inc.,False,False,Short,Black,False,False,4,True,DSH,Less Than Thirty Days,True,True,True,True,False,True
140,Jean and Boots,4,0,Young,Domestic Short Hair,Black & White / Tuxedo,Female,"Friendly, Affectionate, Loyal, Gentle","Other cats, dogs, children.",,unknown,Short,74.0,Animal Life Savers Inc.,seven_days,Jean and Boots Animal Life Savers Inc.,False,False,Short,Black & White / Tuxedo,True,False,4,True,DSH,Less Than Thirty Days,True,True,True,True,False,True
141,Fudge,3,0,Adult,Domestic Short Hair & Tabby Mix,Tabby (Buff / Tan / Fawn),Female,"Quiet, Friendly, Couch potato",Dogs.,,unknown,Short,0.0,Animal Life Savers Inc.,seven_days,Fudge Animal Life Savers Inc.,False,True,Short,Tabby (Buff / Tan / Fawn),False,False,3,True,DSH,Less Than Thirty Days,True,True,False,True,False,True
142,Rye,3,1,Kitten,Domestic Short Hair,Black & White / Tuxedo,Male,"Friendly, Brave, Funny, Athletic, Curious, Playful, Loves kisses, Affectionate","Other cats, dogs, children, other animals. All.",$150.00,unknown,Short,49.0,Animal Life Savers Inc.,seven_days,Rye Animal Life Savers Inc.,False,False,Short,Black & White / Tuxedo,False,True,3,True,DSH,Less Than Thirty Days,True,True,True,True,False,True
143,Wheat,5,1,Kitten,Domestic Short Hair,Black & White / Tuxedo,Male,"Friendly, Brave, Funny, Athletic, Curious, Playful, Loves kisses, Affectionate","Other cats, dogs, children, other animals. All.",$150.00,unknown,Short,49.0,Animal Life Savers Inc.,seven_days,Wheat Animal Life Savers Inc.,False,False,Short,Black & White / Tuxedo,False,True,5,True,DSH,Less Than Thirty Days,True,True,True,True,False,True
144,Barley,2,1,Kitten,Domestic Short Hair,Black & White / Tuxedo,Female,"Friendly, Brave, Funny, Athletic, Curious, Playful, Loves kisses, Affectionate","Other cats, dogs, children, other animals. All.",$150.00,unknown,Short,49.0,Animal Life Savers Inc.,seven_days,Barley Animal Life Savers Inc.,False,False,Short,Black & White / Tuxedo,False,True,2,True,DSH,Less Than Thirty Days,True,True,True,True,False,True
145,Nicolas,4,0,Kitten,Domestic Short Hair,Black,Male,"Friendly, Affectionate, Brave, Playful, Curious, Independent, Funny, Athletic","Other cats, dogs, children, other animals. All.",$150.00,unknown,Short,129.0,Animal Life Savers Inc.,seven_days,Nicolas Animal Life Savers Inc.,False,False,Short,Black,False,False,4,True,DSH,Less Than Thirty Days,True,True,True,True,False,True
146,Mr Cool,2,0,Young,Bombay Mix,unknown,Male,"Friendly, Affectionate, Gentle, Playful, Smart, Brave, Curious, Independent, Funny, Couch potato, Loves kisses",Other cats.,,unknown,Short,57.0,"Animals Are Forever, Inc",seven_days,"Mr Cool Animals Are Forever, Inc",False,False,Short,unknown,False,False,2,True,DSH,Less Than Thirty Days,True,False,True,True,False,True
148,Bonnie & Cherry - MUST GO TOGETHER,4,0,Kitten,Domestic Short Hair Mix,Gray / Blue / Silver,Female,"Friendly, Affectionate, Curious, Independent","Other cats, children.",$299.97,unknown,Short,198.0,Cat Castle NYC,seven_days,Bonnie & Cherry - MUST GO TOGETHER Cat Castle NYC,False,False,Short,Gray / Blue / Silver,True,False,4,True,DSH,Less Than Thirty Days,True,True,True,True,False,True
149,Star,2,0,Kitten,Domestic Short Hair,Gray & White,Female,"Friendly, Affectionate, Loyal, Playful, Smart, Curious, Funny, Gentle, Loves kisses","Dogs, children, other animals. friendly dogs.",$150.00,unknown,Short,40.0,Animal Adoption Veterinary Center,seven_days,Star Animal Adoption Veterinary Center,False,False,Short,Gray & White,False,False,2,True,DSH,Less Than Thirty Days,True,True,True,True,False,True
150,Bell,2,0,Kitten,Domestic Short Hair,Gray & White,Female,"Friendly, Affectionate, Loyal, Playful, Smart, Curious, Funny, Gentle, Loves kisses","Dogs, children, other animals. friendly dogs.",,unknown,Short,40.0,Animal Adoption Veterinary Center,seven_days,Bell Animal Adoption Veterinary Center,False,False,Short,Gray & White,False,False,2,True,DSH,Less Than Thirty Days,True,True,True,True,False,True
151,RINGO,3,0,Kitten,Bombay & Siamese Mix,Black,Male,unknown,Children.,,unknown,Short,104.0,"For Blake's Sake Rescue, Inc.",seven_days,"RINGO For Blake's Sake Rescue, Inc.",False,False,Short,Black,False,False,3,True,DSH,Less Than Thirty Days,True,True,True,True,False,False
